时间,商品名称,库存变化,单笔销量
2026-05-01 17:44:29,1v1 video call,初始库存: 888567,0
2026-05-01 18:06:00,1v1 video call,888567 -> 888566,1
2026-05-01 18:06:34,1v1 video call,888566 -> 888567,-1
2026-05-04 00:27:48,1v1 video call,888567 -> 888558,9
